ID,CompanyName,ContactName,PhoneNumber,City,State,Status,CompetitorWebsite,Notes
232,Kellogg Roofing & Construction Llc,Owner / Manager,+16152084224,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Kellogg%20Roofing%20%26%20Construction%20Llc&query_place_id=ChIJVVVVlVVmZIgRzmw9PaBP3g8
233,Kennebrew & Britton Development Group L.L.C,Owner / Manager,+18327841657,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Kennebrew%20%26%20Britton%20Development%20Group%20L.L.C&query_place_id=ChIJy-YP1UvBQIYRfkANquk8-CA
234,Kessler Roofing and Construction,Owner / Manager,+14699513282,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Kessler%20Roofing%20and%20Construction&query_place_id=ChIJOXd-BSNqlgIRN7aQ3J75tvo
235,King cobra Roofing,Owner / Manager,+18322139042,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=King%20cobra%20Roofing&query_place_id=ChIJX-wzpFrDQIYRfcxmdxk-fmk
236,Kingdom Builders,Owner / Manager,+18325030598,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Kingdom%20Builders&query_place_id=ChIJcfLsjSXHQIYR-s-keynq_lk
237,LLA Roofing,Owner / Manager,+19362497612,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=LLA%20Roofing&query_place_id=ChIJ0VMHYo16D0kR4YbkZjhcWps
238,LNE Construction LLC,Owner / Manager,+17138591572,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=LNE%20Construction%20LLC&query_place_id=ChIJJxz3xpQgL4cR5KBZ6YhfnPQ
239,LOPEZ ROOFING RESTORATION,Owner / Manager,+18328863651,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=LOPEZ%20ROOFING%20RESTORATION&query_place_id=ChIJkb8wTQCXQIYRglSdkm9g-Y8
240,LSCG,Owner / Manager,+14695712003,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=LSCG&query_place_id=ChIJvZhi_j2ZToYRIObFIHKOTEU
241,LSR EXPERTS,Owner / Manager,+18322829504,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=LSR%20EXPERTS&query_place_id=ChIJ-ZOWMkfJQIYRAaL2PhHwFgQ
242,LUMARK Roofing and Construction LLC,Owner / Manager,+18327180145,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=LUMARK%20Roofing%20and%20Construction%20LLC&query_place_id=ChIJMS9UbOfJfGERDMaWXi-HgXE
243,Liberty Builders,Owner / Manager,+17135329600,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Liberty%20Builders&query_place_id=ChIJ9QgM622XQIYRll6HI31-lxE
244,Llera roofing,Owner / Manager,+12147662941,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Llera%20roofing&query_place_id=ChIJvfNWu62jToYRyjemWDzj8cI
245,Longhorn Building Material,Owner / Manager,+17132246660,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Longhorn%20Building%20Material&query_place_id=ChIJy_6HFMa5QIYRZRp7KxQzNjM
246,Longhorn Restoration,Owner / Manager,+12148946216,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Longhorn%20Restoration&query_place_id=ChIJx9tlwLf9JSYR6jDz_C086z4
247,Lucy's Roofers,Owner / Manager,+12815093345,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Lucy's%20Roofers&query_place_id=ChIJJwb627HJQIYRjPSsNoKSLy8
248,López roofing and more...,Owner / Manager,+13467751159,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=L%C3%B3pez%20roofing%20and%20more...&query_place_id=ChIJ5dvqgBa_QIYRRu8dTJCrCAc
249,M&M Remodeling,Owner / Manager,+14697610074,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=M%26M%20Remodeling&query_place_id=ChIJGWGxbV-lToYRbFv2zWUFTvw
250,M&O contracting service corp,Owner / Manager,+18328779652,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=M%26O%20contracting%20service%20corp&query_place_id=ChIJp8zBh_S5QIYR3bfAQzZWLo0
251,M.A.A. ROOFING LLC,Owner / Manager,+16154841476,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=M.A.A.%20ROOFING%20LLC&query_place_id=ChIJh6iCN3lq1QIRm-aku2UoTY0
252,M.C. Roofing & Remodeling,Owner / Manager,+18325525009,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=M.C.%20Roofing%20%26%20Remodeling&query_place_id=ChIJ1YUJUDbXRicR4g6XHMjKqRI
253,M31 Roofing & Remodeling,Owner / Manager,+18174485484,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=M31%20Roofing%20%26%20Remodeling&query_place_id=ChIJnzraB1Tzl4wRRLKY5MHiqaM
254,MPJ Roofing and Remodeling LLC,Owner / Manager,+18327718764,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=MPJ%20Roofing%20and%20Remodeling%20LLC&query_place_id=ChIJ26r67_7HQIYRlWYXPwzyoWQ
255,"MR. Painting of Nashville, LLC",Owner / Manager,+16159553068,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=MR.%20Painting%20of%20Nashville%2C%20LLC&query_place_id=ChIJZwZWnnNtZIgRixZuU_8iSU0
256,MS Painting and Repair Company Inc.,Owner / Manager,+12143736484,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=MS%20Painting%20and%20Repair%20Company%20Inc.&query_place_id=ChIJO4ZJZBIgTIYRH9ln_v8FIzk
257,Magnolia Developments,Owner / Manager,+18777880222,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Magnolia%20Developments&query_place_id=ChIJAcRWcw3DQIYRpkcMz_t1Lec
258,Major League Roofing,Owner / Manager,+17132590474,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Major%20League%20Roofing&query_place_id=ChIJ24nNOku5QIYRl1kb_IwN38M
259,Marcos Roofing & Construction,Owner / Manager,+14698102630,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Marcos%20Roofing%20%26%20Construction&query_place_id=ChIJj067E3TLaYYR47IjWKBRkmk
260,Martin Family LLC,Owner / Manager,+19362793500,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Martin%20Family%20LLC&query_place_id=ChIJAVOTJTSVQIYRfIBJ7VAqGjM
261,MasterCraft Roofing,Owner / Manager,+17133370915,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=MasterCraft%20Roofing&query_place_id=ChIJAa5xG9C9QIYR3LoblyADa1c
262,Masters League Roofing LLC,Owner / Manager,+12816697214,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Masters%20League%20Roofing%20LLC&query_place_id=ChIJ4TJ904-Tm64RiTvyi_PEEyM
263,Matias's Roofing & Gutters,Owner / Manager,+12816063111,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Matias's%20Roofing%20%26%20Gutters&query_place_id=ChIJbwaxNgDDQIYRSskd34zhcPY
264,Maverick Exteriors,Owner / Manager,+17132448845,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Maverick%20Exteriors&query_place_id=ChIJcZNm0RPFQIYRX2aYl4OM_F0
265,Max Roofing Nashville,Owner / Manager,+15024689817,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Max%20Roofing%20Nashville&query_place_id=ChIJHVxn5x1nZIgRBRFGpLkV17M
266,Mc contracting LLC,Owner / Manager,+14697747809,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Mc%20contracting%20LLC&query_place_id=ChIJCTzesUqjToYRm4g7_0gD0xw
267,Medearis Sheet Metal & Roofing,Owner / Manager,+17136597830,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Medearis%20Sheet%20Metal%20%26%20Roofing&query_place_id=ChIJF5z7ahG_QIYR-yMqJtdycNQ
268,Mejia Remodeling,Owner / Manager,+17138821891,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Mejia%20Remodeling&query_place_id=ChIJAR6jzR_DQIYR9n8snaJAPV8
269,Mendez Renovations,Owner / Manager,+18328930423,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Mendez%20Renovations&query_place_id=ChIJQ3EmDmzDQIYRAO65AaTXNq0
270,Metal Specialties,Owner / Manager,+17136950000,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Metal%20Specialties&query_place_id=ChIJIU6Gi0G4QIYRIxcIC78IN_4
271,Metalfab of Houston,Owner / Manager,+12819742147,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Metalfab%20of%20Houston&query_place_id=ChIJUcIudn2-QIYRFjneehMnkRk
272,Metro Roofing Co,Owner / Manager,+16153665037,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Metro%20Roofing%20Co&query_place_id=ChIJGy8bWzJvZIgRZRzlu_z3uAQ
273,Metroplex Roofing and Remodeling-MRR,Owner / Manager,+12149943408,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Metroplex%20Roofing%20and%20Remodeling-MRR&query_place_id=ChIJ92Q8dcSeToYRl5Q0yj3XZA4
274,Mi Casa Remodeling,Owner / Manager,+12148154596,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Mi%20Casa%20Remodeling&query_place_id=ChIJE23vDcWQToYRTVTnYNfyPRo
275,Milo-Gray Roofing,Owner / Manager,+16292439670,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Milo-Gray%20Roofing&query_place_id=ChIJGdcc2Bc4oEkRGi-HoPEFUKQ
276,Montana Restoration Group,Owner / Manager,+14696638465,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Montana%20Restoration%20Group&query_place_id=ChIJ76Cf9Ula54YRgNDzuHfSkIs
277,Mountain Guard Roofing Supply,Owner / Manager,+16014809713,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Mountain%20Guard%20Roofing%20Supply&query_place_id=ChIJawwo62HHQIYRMM_Fi7PUNV8
278,Multiple services,Owner / Manager,+14696013784,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Multiple%20services&query_place_id=ChIJsbfWmpWbToYR8oIM5QzpYgs
279,Multitech,Owner / Manager,+17134245910,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Multitech&query_place_id=ChIJW4idOxOK9msR4ENYI1v6rHc
280,Musgrove Construction LLC,Owner / Manager,+16154148466,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Musgrove%20Construction%20LLC&query_place_id=ChIJ__y0PhZDZIgRcKU_vQumwV4
281,My Roofing Advocate Nashville,Owner / Manager,+16155903200,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=My%20Roofing%20Advocate%20Nashville&query_place_id=ChIJ519ryGJnZIgRYRNxbmkVXis
282,Myers & Myers General Contractors LLC,Owner / Manager,+13463256511,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Myers%20%26%20Myers%20General%20Contractors%20LLC&query_place_id=ChIJhadlVPG5QIYR0FIntMbo4_E
283,Myriad Roofing & Construction LLC,Owner / Manager,+12144179144,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Myriad%20Roofing%20%26%20Construction%20LLC&query_place_id=ChIJVVUVVyUhTIYRYsA3gtFhiIU
284,NJ Roofing Inc,Owner / Manager,+14698552246,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=NJ%20Roofing%20Inc&query_place_id=ChIJtTQfpbCXToYRu2NkC9fbLSM
285,Nabors Roofing,Owner / Manager,+19727717578,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nabors%20Roofing&query_place_id=ChIJjbaut-uYToYRZV1LEN_mKy4
286,Nashville Heating & Air Conditioning,Owner / Manager,+16152192879,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nashville%20Heating%20%26%20Air%20Conditioning&query_place_id=ChIJq6rqhVZvZIgR9iiNFh1OQl0
287,Nashville Roof Sevices,Owner / Manager,+16158926200,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nashville%20Roof%20Sevices&query_place_id=ChIJx_VuR3ANZIgRXavg8Ufybh0
288,Nashville Roofing Company Pro,Owner / Manager,+16156691548,Hermitage,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nashville%20Roofing%20Company%20Pro&query_place_id=ChIJ-_dRANwVZIgR5zPaKllmmRs
289,Nashville Roofing Contractors & Repair Pros,Owner / Manager,+16156989719,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nashville%20Roofing%20Contractors%20%26%20Repair%20Pros&query_place_id=ChIJ9Zd6g2BnZIgRyJjGxn4qCQE
290,Nashville Roofing Experts,Owner / Manager,+18884125535,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nashville%20Roofing%20Experts&query_place_id=ChIJfUzX3SdnZIgRbzlF8lDUb1s
291,Nashville Roofing Pros,Owner / Manager,+16158806200,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nashville%20Roofing%20Pros&query_place_id=ChIJo5Rub7NnZIgRvwt3SPijQxQ
292,Nashville Roofing Services,Owner / Manager,+14235126201,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nashville%20Roofing%20Services&query_place_id=ChIJUUnZwj8rXIgRv7Dkxnx7D_I
293,Nashville Roofing Specialist,Owner / Manager,+16155896185,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nashville%20Roofing%20Specialist&query_place_id=ChIJw7tfuApfZIgREMHstRPm3D4
294,Nationwide Slate Clay Tile,Owner / Manager,+12148870550,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nationwide%20Slate%20Clay%20Tile&query_place_id=ChIJz0LqcDObToYRxYBO5qpmVBM
295,Neko,Owner / Manager,+13466994343,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Neko&query_place_id=ChIJsdWN5nXHQIYR7MwhYoQS1r0
296,New Peak Roofing,Owner / Manager,+12144442424,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=New%20Peak%20Roofing&query_place_id=ChIJuVkAXkvXaWIRAx5wLXi65vQ
297,NewPort Roofing & Building,Owner / Manager,+19126403245,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=NewPort%20Roofing%20%26%20Building&query_place_id=ChIJYRvN91-jToYRWut7j66L2os
298,NexformaBuildCore,Owner / Manager,+17148120657,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=NexformaBuildCore&query_place_id=ChIJvbznugCXToYR3f2ZIHh0nbw
299,Nexlith Construction,Owner / Manager,+14093074483,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nexlith%20Construction&query_place_id=ChIJf8AohfIhTIYRuSClup-zy20
300,NexoraBuildWorks,Owner / Manager,+12272797546,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=NexoraBuildWorks&query_place_id=ChIJnSwuBtuhToYR9iQkSeTpqm8
301,NexoraConstructCo,Owner / Manager,+13162039234,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=NexoraConstructCo&query_place_id=ChIJxTtUB_-fToYRkqeDHXcjEa4
302,Nexvanta Construction,Owner / Manager,+12272745183,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nexvanta%20Construction&query_place_id=ChIJF1WUL_6hToYRoX-uocQTvyA
303,Nordling Hardware LLC Roofing Supply,Owner / Manager,+18325767449,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nordling%20Hardware%20LLC%20Roofing%20Supply&query_place_id=ChIJpReobIi5QIYReYRbd8PoGvg
304,North Point Roof Systems,Owner / Manager,+19128721324,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=North%20Point%20Roof%20Systems&query_place_id=ChIJX8XUnymVQIYRUu9OiHgQ6yY
305,Nunez Fence and Roof Services,Owner / Manager,+12143357022,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Nunez%20Fence%20and%20Roof%20Services&query_place_id=ChIJ5X4w3SCjToYR-PdG-1mGTN4
306,OGS Restoration,Owner / Manager,+19452067134,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=OGS%20Restoration&query_place_id=ChIJNU6G0abcZa8RSJVOjlP-mN4
307,ORTIZ ROOFING AND CONSTRUCTION LLC,Owner / Manager,+12149629231,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=ORTIZ%20ROOFING%20AND%20CONSTRUCTION%20LLC&query_place_id=ChIJuz60-RkgTIYR2xIupFCmjTU
308,Ochoas Roofing Supply LLC,Owner / Manager,+18325230092,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Ochoas%20Roofing%20Supply%20LLC&query_place_id=ChIJmTlGrIC_QIYRm9zt_aYA0_o
309,Omega Construction Company,Owner / Manager,+17132022857,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Omega%20Construction%20Company&query_place_id=ChIJh2mrBQm8QIYRJ9PE3tJvj6Q
310,Onsite Construction Services,Owner / Manager,+12819072808,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Onsite%20Construction%20Services&query_place_id=ChIJy3bsEBAxR4YRere7E3kwi-c
311,Originalroofingservice,Owner / Manager,+16154271623,Antioch,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Originalroofingservice&query_place_id=ChIJL1cvgipvZIgRK2SIklkyDdA
312,Our Own Place,Owner / Manager,+14696642455,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Our%20Own%20Place&query_place_id=ChIJWdjA2hO9ToYRagbcPoeoGzY
313,P2MG,Owner / Manager,+17136867764,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=P2MG&query_place_id=ChIJI_g-MuzFQIYRRYuz1NvpFS0
314,Par 5 Roofing and Construction,Owner / Manager,+18447273483,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Par%205%20Roofing%20and%20Construction&query_place_id=ChIJU5N5Mk2XQIYRQKztvTRjI5M
315,Paredes roofing,Owner / Manager,+12399005681,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Paredes%20roofing&query_place_id=ChIJ7x0ptKTDQIYRI04F2JTcmmo
316,Patriot Roofing Services,Owner / Manager,+12144491635,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Patriot%20Roofing%20Services&query_place_id=ChIJ03FKOlSXToYR0gsHMOOZhyc
317,Peak Fusion Roofing,Owner / Manager,+16815863079,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Peak%20Fusion%20Roofing&query_place_id=ChIJt3v1gqXFQIYRepQaLiiJVbA
318,PeakTek,Owner / Manager,+16293336170,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=PeakTek&query_place_id=ChIJv2iHPfNmZIgROyFITVbStdk
319,Pedro Framing and Construction,Owner / Manager,+16157790092,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Pedro%20Framing%20and%20Construction&query_place_id=ChIJdYb9gaW7vScRPu2wJ34Ewqw
320,Perfect Exterior Cleaning Services,Owner / Manager,+18324603378,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Perfect%20Exterior%20Cleaning%20Services&query_place_id=ChIJlcjsvVGQQIYRR6RC6eDGXBU
321,"Phoenix Contractors, LLC",Owner / Manager,+16159438268,Antioch,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Phoenix%20Contractors%2C%20LLC&query_place_id=ChIJlbzYKNJvZIgRvyNXLrlU3uU
322,Picture Perfect Home Services,Owner / Manager,+18323487291,Missouri City,Texas,Pending,https://www.elevationroofing.com/,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Picture%20Perfect%20Home%20Services&query_place_id=ChIJAeIb0EHpQIYRhp8JjuYa-xA
323,"Pink Hammers, LLC",Owner / Manager,+18177212768,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Pink%20Hammers%2C%20LLC&query_place_id=ChIJDw-MuPOPToYRDS4tU9hz1Zc
324,Pitched Roofing,Owner / Manager,+12146495993,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Pitched%20Roofing&query_place_id=ChIJ78P-TACfToYR2cQN77_0pnE
325,PolarSolar Solutions,Owner / Manager,+16155626651,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=PolarSolar%20Solutions&query_place_id=ChIJvWIF1-NlZIgRMfBOM242e78
326,Pool Building Experts,Owner / Manager,+13465214070,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Pool%20Building%20Experts&query_place_id=ChIJQ89RkL9pAIkReeEjG2f2csU
327,Potosino’s Roofing Supply,Owner / Manager,+17136928807,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Potosino%E2%80%99s%20Roofing%20Supply&query_place_id=ChIJ52npjGO5QIYRhrWGQSKj51M
328,Precision Roofing LLC.,Owner / Manager,+16156699181,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Precision%20Roofing%20LLC.&query_place_id=ChIJh3x5ir5nZIgR6GtF8rLgAHY
329,Precision Roofing Repairs,Owner / Manager,+18322594434,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Precision%20Roofing%20Repairs&query_place_id=ChIJ1e-JyEvrQIYR4zrlfZwfRjE
330,Precision Roofing and Building,Owner / Manager,+17137146754,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Precision%20Roofing%20and%20Building&query_place_id=ChIJR1oDsvS5QIYRAlCpvk4-uqE
331,Premium All Tech Services LLC,Owner / Manager,+18324830860,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Premium%20All%20Tech%20Services%20LLC&query_place_id=ChIJH5jPp--5QIYRTe3MY3vODqw
332,Prestige Roofing,Owner / Manager,+12149071244,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Prestige%20Roofing&query_place_id=ChIJu92G_Vww5i0RUSKGSjYfrDA
333,Prime Roofing Co,Owner / Manager,+12145133891,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Prime%20Roofing%20Co&query_place_id=ChIJqbfdSKuhToYR6LDL2-TwI2o
334,Priority Roof Repair,Owner / Manager,+12146438864,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Priority%20Roof%20Repair&query_place_id=ChIJq6oeM8eQToYR_5_edsrPWbc
335,Pro Home Services & Construction,Owner / Manager,+18327068855,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Pro%20Home%20Services%20%26%20Construction&query_place_id=ChIJ5Xe9NFEKqawRZM5QEnzXqfQ
336,Professional Business center,Owner / Manager,+14694239330,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Professional%20Business%20center&query_place_id=ChIJy4_R9UKXToYRru5YOYpaLbE
337,Prohome Detail,Owner / Manager,+19799224441,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Prohome%20Detail&query_place_id=ChIJf4RybsTH3Y4RHcCb_EL3OLQ
338,Pros Roofing & Remodeling,Owner / Manager,+18327692382,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Pros%20Roofing%20%26%20Remodeling&query_place_id=ChIJwRTF2su7QIYRJlqPH4N1Cto
339,Pura Vida Development,Owner / Manager,+18328039277,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Pura%20Vida%20Development&query_place_id=ChIJjzHs__SXQIYR6kSLWQxyK30
340,Pure Roofing,Owner / Manager,+14694157886,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Pure%20Roofing&query_place_id=ChIJiefcom2ZToYR56GSOEr4hAI
341,Q's Quality Construction LLC,Owner / Manager,+12818511149,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Q's%20Quality%20Construction%20LLC&query_place_id=ChIJGcpnWVcITmkRKDxgVrS7bNE
342,QE Restoration & Roofing,Owner / Manager,+16155057663,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=QE%20Restoration%20%26%20Roofing&query_place_id=ChIJaRd2e35nZIgRPKnXRo418Jo
343,Quality Roofing Nashville,Owner / Manager,+18884199743,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Quality%20Roofing%20Nashville&query_place_id=ChIJZaBM4uFlZIgRRiwWzn6gPbk
344,Quality Roofing TCS,Owner / Manager,+16152419779,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Quality%20Roofing%20TCS&query_place_id=ChIJsXt8MgZ7ZIgR5MmCOEgIois
345,Quiet Clean Repairs,Owner / Manager,+12814543969,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Quiet%20Clean%20Repairs&query_place_id=ChIJ4ZMNR6vHQIYRE1uY8uaMXNQ
346,Quintanilla roofing,Owner / Manager,+16155899502,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Quintanilla%20roofing&query_place_id=ChIJu9L0uvptZIgRLb9S665OFLc
347,R and J Contracting,Owner / Manager,+12145733844,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=R%20and%20J%20Contracting&query_place_id=ChIJ-53R3K2XToYRoQBkgn0VHwA
348,R&R Construction Group GP,Owner / Manager,+16157799973,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=R%26R%20Construction%20Group%20GP&query_place_id=ChIJkYbmHJVtZIgR3aiPXp7l2to
