ID,CompanyName,ContactName,PhoneNumber,City,State,Status,CompetitorWebsite,Notes
115,ConstralynBuildWorks,Owner / Manager,+13692244512,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=ConstralynBuildWorks&query_place_id=ChIJqytPeWiXToYRJxUTJfw8sYc
116,Contreras construction,Owner / Manager,+16152400845,Antioch,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Contreras%20construction&query_place_id=ChIJQVrM32RvZIgRCuiCYeer5-4
117,CornerForge Construction,Owner / Manager,+12344536259,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=CornerForge%20Construction&query_place_id=ChIJPUKlr5mfToYRu8BF6DGjtSk
118,Cornerstone Roofing Services,Owner / Manager,+12816285281,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Cornerstone%20Roofing%20Services&query_place_id=ChIJF6AuBgC_QIYR1vhSgsj86iA
119,Creative Roofing & Restoration,Owner / Manager,+12817479952,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Creative%20Roofing%20%26%20Restoration&query_place_id=ChIJuVaLMjvDQIYRxwC5CTNNj_4
120,Curb Appeal Roofing,Owner / Manager,+16156780531,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Curb%20Appeal%20Roofing&query_place_id=ChIJJ95BAkJpZIgRjMmpJomoBUs
121,DAL roofing and remodeling LLC,Owner / Manager,+12148762399,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=DAL%20roofing%20and%20remodeling%20LLC&query_place_id=ChIJ77na9ahp7KsROdYi-zMynGg
122,DAVID'S PAINTING & REMODELING,Owner / Manager,+16156170755,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=DAVID'S%20PAINTING%20%26%20REMODELING&query_place_id=ChIJrRtLxK9vZIgReol6ai2RF6k
123,DDC Construction,Owner / Manager,+18326462353,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=DDC%20Construction&query_place_id=ChIJpU72-xPFQIYRzddOd4ALX3g
124,DDD Construction,Owner / Manager,+12142784300,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=DDD%20Construction&query_place_id=ChIJ09MEqPQUs4AR91wSBb8mU7Q
125,DFWFIXIT,Owner / Manager,+16823470221,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=DFWFIXIT&query_place_id=ChIJx2rdWsLZTYYRWpRgSdJtFIY
126,DG ROOFING SERVICES,Owner / Manager,+17134976641,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=DG%20ROOFING%20SERVICES&query_place_id=ChIJxQrEoja5QIYRai-MbG6po_s
127,DIMENSIONAL SPACES,Owner / Manager,+16154798130,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=DIMENSIONAL%20SPACES&query_place_id=ChIJ365_nNljZIgRDmS_yN7gME8
128,Dallas Roof Repair Now,Owner / Manager,+12149838997,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Dallas%20Roof%20Repair%20Now&query_place_id=ChIJY5OuFIOjToYRCLTA5c5IiDE
129,Dallas Water Damage Solutions,Owner / Manager,+14693100720,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Dallas%20Water%20Damage%20Solutions&query_place_id=ChIJMz5n9JSZToYRrQ5-c0gIyEg
130,Daniel's Roofing & Gutters,Owner / Manager,+12816745051,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Daniel's%20Roofing%20%26%20Gutters&query_place_id=ChIJmXWudAC_QIYRvf3BnLayfq0
131,David Alvarez Sheet Metal,Owner / Manager,+17136757141,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=David%20Alvarez%20Sheet%20Metal&query_place_id=ChIJU34M1Qu8QIYRiFXANweM-J8
132,De Linares Roofing,Owner / Manager,+12815133434,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=De%20Linares%20Roofing&query_place_id=ChIJ9yd4Qwg4liIR2xizgqtWn_8
133,"Deleon Quality Construction, Inc.",Owner / Manager,+12812179829,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Deleon%20Quality%20Construction%2C%20Inc.&query_place_id=ChIJi-uFcv65QIYRSYPzdQC4-IY
134,Design 1 Solar Group Nashville,Owner / Manager,+18447652755,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Design%201%20Solar%20Group%20Nashville&query_place_id=ChIJSxKCr99hZIgRfhN_Gss44p0
135,Diaz Roofing,Owner / Manager,+16153351213,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Diaz%20Roofing&query_place_id=ChIJK6VBNn1lZIgREuvNpqdMRyo
136,Diego's Roofing & Gutters,Owner / Manager,+12818058558,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Diego's%20Roofing%20%26%20Gutters&query_place_id=ChIJlfUxaADHQIYRLQo2JgZnhWg
137,Distinctive Living,Owner / Manager,+12819241947,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Distinctive%20Living&query_place_id=ChIJVRIVG2PHQIYRRfuLPLzPG58
138,Don Aranjon Roofing,Owner / Manager,+12143719297,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Don%20Aranjon%20Roofing&query_place_id=ChIJ6UOUnByYToYRBODeuRTd-b4
139,Dr Roof of Tennessee,Owner / Manager,+16159532953,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Dr%20Roof%20of%20Tennessee&query_place_id=ChIJ50woy8VrZIgR82GYuFxb5wM
140,Dragon Construction,Owner / Manager,+12818251770,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Dragon%20Construction&query_place_id=ChIJVY8OJn6xQIYRDQ8faEdv-tg
141,E.A.E Renovations,Owner / Manager,+17138731797,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=E.A.E%20Renovations&query_place_id=ChIJzZTh3aTpQIYR2SEVbPG9cRI
142,"Eagles Roofing and Construction, Inc.",Owner / Manager,+17132929481,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Eagles%20Roofing%20and%20Construction%2C%20Inc.&query_place_id=ChIJWaj63x6_QIYRDWcwGF-aZYc
143,Eatherly Construction Co,Owner / Manager,+16152445531,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Eatherly%20Construction%20Co&query_place_id=ChIJIVkSnp9oZIgREM3MZdicn1E
144,Echo Construction LLC,Owner / Manager,+16157502441,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Echo%20Construction%20LLC&query_place_id=ChIJhTjPYWKJZIgR63IPqdAzJTc
145,Eddie’s Roofing,Owner / Manager,+13466061944,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Eddie%E2%80%99s%20Roofing&query_place_id=ChIJBezxcCylQIYRmoUGe6bRJ7k
146,Edgar roofing,Owner / Manager,+18329071480,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Edgar%20roofing&query_place_id=ChIJcUMM5FmjQIYRsjFOuOZwGgY
147,Elevation Roofing Services,Owner / Manager,+12815369255,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Elevation%20Roofing%20Services&query_place_id=ChIJr7qkbgC_QIYRTIyN_MMarz0
148,Elevation Roofing Services,Owner / Manager,+12816735625,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Elevation%20Roofing%20Services&query_place_id=ChIJXVuVVACbToYR4MJx1uAK-yg
149,Emanuel Roofing and Custom Remodeling,Owner / Manager,+12143941517,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Emanuel%20Roofing%20and%20Custom%20Remodeling&query_place_id=ChIJywkm7RG7ToYRojbuiEZ7bug
150,Emergency Roofing Texas,Owner / Manager,+17138207594,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Emergency%20Roofing%20Texas&query_place_id=ChIJtVlMQtq7QIYRsduXGjZyIRk
151,Emmanuel's Roofing & Gutters,Owner / Manager,+12143823288,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Emmanuel's%20Roofing%20%26%20Gutters&query_place_id=ChIJ0StDYwCfToYRCh5sfi9wdt4
152,Energyshield,Owner / Manager,+18326380146,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Energyshield&query_place_id=ChIJn6lqKXKVQIYRGWVVO4Ofy_A
153,Ernestos roofing y remodeling,Owner / Manager,+18322127775,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Ernestos%20roofing%20y%20remodeling&query_place_id=ChIJI_4asua5QIYRzFbvrZR85KY
154,Evercrest Roofing Services Ltd,Owner / Manager,+12135704444,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Evercrest%20Roofing%20Services%20Ltd&query_place_id=ChIJH-NtZy6XToYR2hlVn98Ll-M
155,Evercycle Roofing,Owner / Manager,+18326731336,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Evercycle%20Roofing&query_place_id=ChIJMTeFkCx5O2YRQhcwOaRmHEI
156,Everlasting Finishes,Owner / Manager,+19728905430,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Everlasting%20Finishes&query_place_id=ChIJp0MCb_KhToYRxHw066wuW0E
157,Exotic Construction,Owner / Manager,+16159420259,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Exotic%20Construction&query_place_id=ChIJAQAAAKRoZIgR8rNK9MdMf8M
158,Expert Roofing,Owner / Manager,+18329795238,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Expert%20Roofing&query_place_id=ChIJIzGRwLcHK4cRBT37rQZ_Ucs
159,Express roofing,Owner / Manager,+16155786238,Goodlettsville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Express%20roofing&query_place_id=ChIJ5dPELXBPZIgRKrb3OgnxasY
160,Exterior Solutions Roofing and Guttering,Owner / Manager,+16156104790,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Exterior%20Solutions%20Roofing%20and%20Guttering&query_place_id=ChIJ8QvdZAtnZIgRj2ekuYmN3u0
161,FC Roofing & R LLC,Owner / Manager,+18322878733,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=FC%20Roofing%20%26%20R%20LLC&query_place_id=ChIJ3eWVH2a7QIYR6FHP4GOdKG8
162,Fast Roofing.,Owner / Manager,+12149489975,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Fast%20Roofing.&query_place_id=ChIJ7W-6hySaToYR-qb2bh9Lpoc
163,"Fast, Reliable Roofing",Owner / Manager,+16159678022,Antioch,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Fast%2C%20Reliable%20Roofing&query_place_id=ChIJUd1RfPBtZIgR8u_ahIjCSd8
164,Figueroa´s Remodeling,Owner / Manager,+17132699949,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Figueroa%C2%B4s%20Remodeling&query_place_id=ChIJh2Zovpa5QIYRz5Kkj5Srj1s
165,First Integrity Roofing,Owner / Manager,+12148992016,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=First%20Integrity%20Roofing&query_place_id=ChIJC4LwEACfToYR77MP0s1eCek
166,FormatrixBuildCo,Owner / Manager,+12724507798,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=FormatrixBuildCo&query_place_id=ChIJsaIlFviXToYR3M-MBnUFVdw
167,FramevoraBuildElite,Owner / Manager,+17328489491,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=FramevoraBuildElite&query_place_id=ChIJw1viuN2XToYRKaAaACPv6Ik
168,FramezoraBuildWorks,Owner / Manager,+17302786206,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=FramezoraBuildWorks&query_place_id=ChIJe5lvj7iZToYRNyRZpluU4Yg
169,Framing & Siding Construction,Owner / Manager,+17133856321,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Framing%20%26%20Siding%20Construction&query_place_id=ChIJFdqzSxOxQIYRYywhsiV4KCk
170,Frey Roofing & Construction,Owner / Manager,+13466152485,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Frey%20Roofing%20%26%20Construction&query_place_id=ChIJ83kevm56K4cR1eN17ooRebw
171,Frontline Roofing,Owner / Manager,+17132546842,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Frontline%20Roofing&query_place_id=ChIJ6V3qG2THQIYRfESmQbkgmfM
172,Fuentes Hernández services,Owner / Manager,+19727950638,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Fuentes%20Hern%C3%A1ndez%20services&query_place_id=ChIJs9ufO1ibToYRHgxZaaFmN7c
173,GOOD FAITH CONSTRUCTION LLC HTX,Owner / Manager,+17132870308,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=GOOD%20FAITH%20CONSTRUCTION%20LLC%20HTX&query_place_id=ChIJVWkqSni9QIYROVOYPR0sGbY
174,GSG roofing interior & exterior,Owner / Manager,+18328764120,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=GSG%20roofing%20interior%20%26%20exterior&query_place_id=ChIJJUXzMhNWKYERgceJcMHHOGw
175,Gabriels Roofing,Owner / Manager,+17134018420,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Gabriels%20Roofing&query_place_id=ChIJC7i0tAy5QIYRVdYRWVwLA0U
176,Gallos roofing llc,Owner / Manager,+12144990270,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Gallos%20roofing%20llc&query_place_id=ChIJp5yttuyjToYR34HMm1WswT8
177,Gardner Roofing,Owner / Manager,+12817092761,Channelview,Texas,Pending,https://www.elevationroofing.com/,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Gardner%20Roofing&query_place_id=ChIJSYFY7EnDQIYR4Ea_aLgkzuY
178,Garza Roofing & Remodeling,Owner / Manager,+12142756666,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Garza%20Roofing%20%26%20Remodeling&query_place_id=ChIJtQeTSYmjToYRi7ZirLEs5DU
179,Garza and Son's Roofing,Owner / Manager,+12142519628,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Garza%20and%20Son's%20Roofing&query_place_id=ChIJD-g4UI6kToYRI7E4gGP2iBE
180,Gaundencio Carvajal Roofing,Owner / Manager,+12145529987,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Gaundencio%20Carvajal%20Roofing&query_place_id=ChIJuc73ivIVuioRYum9dXuRXBo
181,German HD,Owner / Manager,+16157156863,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=German%20HD&query_place_id=ChIJEcyw_2tvZIgRwtAmnJ1vBtI
182,Gladiator Roofing and More Llc,Owner / Manager,+16157667199,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Gladiator%20Roofing%20and%20More%20Llc&query_place_id=ChIJ1QNutgRlZIgRRh8EWwZQxX4
183,Golden Brick Construction Group LLC,Owner / Manager,+18323615897,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Golden%20Brick%20Construction%20Group%20LLC&query_place_id=ChIJQREqP_fGbI0RHT6P0Rj0OZ0
184,Gomez Roofing,Owner / Manager,+12818362403,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Gomez%20Roofing&query_place_id=ChIJuylEa8G5QIYR93ifUmwStaM
185,Graziano Roofing of Texas Inc,Owner / Manager,+17136869007,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Graziano%20Roofing%20of%20Texas%20Inc&query_place_id=ChIJCw8cCxXGQIYR1ttaVYx8-M8
186,Green Star Home Remodeling,Owner / Manager,+16152476464,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Green%20Star%20Home%20Remodeling&query_place_id=ChIJy59eQGVnZIgRKNTIVyk7sT8
187,Griggs Building Materials,Owner / Manager,+17134346121,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Griggs%20Building%20Materials&query_place_id=ChIJ-YfFfoS9QIYRvDAJJGxt-wI
188,Gulf Coast Roofing,Owner / Manager,+14696899922,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Gulf%20Coast%20Roofing&query_place_id=ChIJFyQ2caQNUikRskxTdyzeYJ4
189,Gulf Coast Roofing Company,Owner / Manager,+12818170029,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Gulf%20Coast%20Roofing%20Company&query_place_id=ChIJpaI-HaPpQIYRWivK_a6Ce5g
190,Guys,Owner / Manager,+14235229663,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Guys&query_place_id=ChIJq8015ZNnZIgRocEys-AWDVc
191,Guzman Roofing,Owner / Manager,+18324552845,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Guzman%20Roofing&query_place_id=ChIJZQG-hSDrQIYR5RFK_nhaB_8
192,H and E Remodeling and Painting Company,Owner / Manager,+19725970291,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=H%20and%20E%20Remodeling%20and%20Painting%20Company&query_place_id=ChIJfdlghGuOToYRbQPlmFRwWrw
193,H&H Roofing & Gutters,Owner / Manager,+17134252510,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=H%26H%20Roofing%20%26%20Gutters&query_place_id=ChIJUVoQ49XFQIYRHI79EkAqCKU
194,HENRIQUEZ CONSTRUCTION LLC,Owner / Manager,+17132527002,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=HENRIQUEZ%20CONSTRUCTION%20LLC&query_place_id=ChIJG-llyvongq8RtvwtevUMK00
195,HQ Roofing LLC,Owner / Manager,+18329468366,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=HQ%20Roofing%20LLC&query_place_id=ChIJc9Gs3GmXQIYRb-39y1rRFqQ
196,Hale's Roofing and Construction,Owner / Manager,+12146090841,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Hale's%20Roofing%20and%20Construction&query_place_id=ChIJEX2fZuGtToYRxlEp_q352UA
197,"Handyman, roofing cons",Owner / Manager,+12147383500,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Handyman%2C%20roofing%20cons&query_place_id=ChIJ8c_eS_4hTIYReY3TyPA3BPY
198,Hart Roofing,Owner / Manager,+13464860955,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Hart%20Roofing&query_place_id=ChIJ9VOnUPDmG44Rnki2r4M3PTk
199,Hasling Roofing and Gutters,Owner / Manager,+18555211289,Humble,Texas,Pending,https://www.elevationroofing.com/,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Hasling%20Roofing%20and%20Gutters&query_place_id=ChIJf_gYGQ2xQIYR6tGmT3tRFRM
200,Haynes Construction & Contracting,Owner / Manager,+17137773747,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Haynes%20Construction%20%26%20Contracting&query_place_id=ChIJA2JxQMnpQIYR5DrEuRaDPw8
201,Headz Up Roofing & Construction,Owner / Manager,+19452846862,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Headz%20Up%20Roofing%20%26%20Construction&query_place_id=ChIJ0bR_TObi0YwR_LTPjM6ZyI4
202,Heritage Roofing Services,Owner / Manager,+12815369267,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Heritage%20Roofing%20Services&query_place_id=ChIJ9eZoOQC_QIYRZfZPDSyVtVY
203,Hernandez Roofing,Owner / Manager,+18329975214,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Hernandez%20Roofing&query_place_id=ChIJJywii47pQIYR1TgaMQ9RJpU
204,Hill Commercial Roofing,Owner / Manager,+17135535494,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Hill%20Commercial%20Roofing&query_place_id=ChIJSdYFJf3dQIYRn2TlYYvAp5I
205,Hockley Roofing Services,Owner / Manager,+18327730979,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Hockley%20Roofing%20Services&query_place_id=ChIJZw8T2hktQYYRBwGTXW4yj_E
206,Home Improvement & Home Services LLC,Owner / Manager,+16154854472,Joelton,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Home%20Improvement%20%26%20Home%20Services%20LLC&query_place_id=ChIJPf8AuKxZZIgRWUS1AbGAoA8
207,Horizon Roofing Group,Owner / Manager,+18329109513,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Horizon%20Roofing%20Group&query_place_id=ChIJjRgjiBjHQIYRarjXckSkQEI
208,Houston RoofUS Pros,Owner / Manager,+17135387423,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Houston%20RoofUS%20Pros&query_place_id=ChIJOyy-OQDDQIYRonlWeW2I9MA
209,Houston Water Emergency Restoration,Owner / Manager,+12543274369,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Houston%20Water%20Emergency%20Restoration&query_place_id=ChIJt-FEfD6xcqERmJQbYweEmIA
210,Hout Home Repair,Owner / Manager,+12143821987,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Hout%20Home%20Repair&query_place_id=ChIJtXQwD9ORToYRWZw8RcIYJYo
211,INVigorate Roofing,Owner / Manager,+12147929848,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=INVigorate%20Roofing&query_place_id=ChIJezlfu2WZToYR-cA1Giv0rrw
212,IPS roofing,Owner / Manager,+12626645729,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=IPS%20roofing&query_place_id=ChIJzctuP81rxWwRQ5qdm2lcXKw
213,Ibarra Roofing,Owner / Manager,+17139335951,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Ibarra%20Roofing&query_place_id=ChIJD1b5awCkQIYRhThom47kofo
214,Ibarra’s Roofing,Owner / Manager,+18328472508,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Ibarra%E2%80%99s%20Roofing&query_place_id=ChIJEWcoPXLrQIYRB3x7kIPXyRw
215,Indus Roofing & Construction,Owner / Manager,+13465009800,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Indus%20Roofing%20%26%20Construction&query_place_id=ChIJ5aexANe9QIYRDdUjQd2Rf3Q
216,Installation Group,Owner / Manager,+16158748620,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Installation%20Group&query_place_id=ChIJI3GL05JoZIgR8irgVoghHqU
217,IronSky Solutions LLC,Owner / Manager,+12147635664,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=IronSky%20Solutions%20LLC&query_place_id=ChIJP-MmH5iaOS8RAKqELTX3E2s
218,J Gonzales Roofing end construction LLc,Owner / Manager,+12146756697,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=J%20Gonzales%20Roofing%20end%20construction%20LLc&query_place_id=ChIJZUNGBy-XToYRJhtxDY7BZg8
219,J&K ROOFING,Owner / Manager,+16154735878,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=J%26K%20ROOFING&query_place_id=ChIJ4xxDxKngxa4R92RNqRDWTyI
220,JJ Roofing & Restoration,Owner / Manager,+19702224940,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=JJ%20Roofing%20%26%20Restoration&query_place_id=ChIJ9TSKX9tjZIgRB1ASd2ucMLg
221,JJ's Roofing And Masonry,Owner / Manager,+16158568081,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=JJ's%20Roofing%20And%20Masonry&query_place_id=ChIJnRUo3q1mZIgRG4GExfWPRUc
222,JM Roofing,Owner / Manager,+17135303977,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=JM%20Roofing&query_place_id=ChIJV6idjK8EsU4RwF8DXT8l0u8
223,JR Installations,Owner / Manager,+16157472654,Brentwood,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=JR%20Installations&query_place_id=ChIJneN8rx9DZIgRqh0_XRz4PUI
224,JRC CONSTRUCTION LLC,Owner / Manager,+16155895637,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=JRC%20CONSTRUCTION%20LLC&query_place_id=ChIJbZDF9F1rfa0RblbrC5hd_og
225,Jackson Roofing,Owner / Manager,+12145315173,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Jackson%20Roofing&query_place_id=ChIJpQHy13-9ToYR9Lc7XP3pCP0
226,Jaguar Roofing,Owner / Manager,+18329517070,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Jaguar%20Roofing&query_place_id=ChIJs1jlzSfrQIYRWyUj2eHMcLc
227,James Fisher Strong Roofing Supply,Owner / Manager,+14453300011,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=James%20Fisher%20Strong%20Roofing%20Supply&query_place_id=ChIJ0wyorgO7QIYRBTU0_lZTzQY
228,"Jay-Co Enterprises, LLC",Owner / Manager,+17137384525,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Jay-Co%20Enterprises%2C%20LLC&query_place_id=ChIJMXbiEbW5QIYREy2-20q8L1s
229,John 3:16 Contractors LLC,Owner / Manager,+18177142305,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=John%203%3A16%20Contractors%20LLC&query_place_id=ChIJLXjCm3OcpgQRtzytQslKlAc
230,John Damoda Roofing,Owner / Manager,+19726378323,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=John%20Damoda%20Roofing&query_place_id=ChIJZzIUpmujToYRa2J24gR-1D8
231,Josh Roofing Nashville,Owner / Manager,+18886681581,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Josh%20Roofing%20Nashville&query_place_id=ChIJPZBAHklBZIgRelBjmbSjt-s
